Id,Sex,PopNum,Population,GOL,NOL,BNL
2842,M,11,EASTER I,190,186,108
2843,M,11,EASTER I,189,186,108
2844,M,11,EASTER I,199,191,111
2845,M,11,EASTER I,198,192,114
2846,M,11,EASTER I,201,195,116
2847,M,11,EASTER I,189,183,112
2848,M,11,EASTER I,193,188,112
2849,M,11,EASTER I,195,191,116
2850,M,11,EASTER I,193,188,112
2851,F,11,EASTER I,186,182,110
2852,F,11,EASTER I,180,177,110
2853,F,11,EASTER I,183,180,104
2854,F,11,EASTER I,180,178,104
2855,F,11,EASTER I,175,171,102
2856,F,11,EASTER I,185,181,108
2857,F,11,EASTER I,185,178,106
2858,F,11,EASTER I,188,183,105
2859,F,11,EASTER I,176,171,102
2860,F,11,EASTER I,180,177,107
2861,F,11,EASTER I,183,179,100
2862,F,11,EASTER I,172,169,98
2863,F,11,EASTER I,187,183,110
2864,F,11,EASTER I,177,174,106
2865,F,11,EASTER I,184,182,107
2866,F,11,EASTER I,183,179,100
2867,F,11,EASTER I,169,166,97
2868,F,11,EASTER I,186,182,104
2869,F,11,EASTER I,180,177,103
2870,F,11,EASTER I,180,174,103
2871,F,11,EASTER I,184,180,104
2872,F,11,EASTER I,192,188,111
2873,F,11,EASTER I,181,177,101
2874,F,11,EASTER I,172,168,102
2875,F,11,EASTER I,183,178,108
2876,F,11,EASTER I,183,180,104
2877,F,11,EASTER I,180,179,113
2879,F,11,EASTER I,180,176,102
2880,F,11,EASTER I,176,175,105
2881,F,11,EASTER I,179,176,105
2882,F,11,EASTER I,180,176,105
2883,F,11,EASTER I,187,183,106
2884,F,11,EASTER I,174,171,98
2885,F,11,EASTER I,183,180,106
2886,F,11,EASTER I,176,173,100
2905,M,12,MORIORI,188,186,97
2906,M,12,MORIORI,188,186,99
2907,M,12,MORIORI,198,196,109
2908,M,12,MORIORI,186,185,105
2909,M,12,MORIORI,183,181,105
2910,M,12,MORIORI,184,182,105
2911,M,12,MORIORI,183,181,103
2912,M,12,MORIORI,194,193,104
2913,M,12,MORIORI,190,188,104
2914,M,12,MORIORI,182,180,103
2915,M,12,MORIORI,181,180,107
2916,M,12,MORIORI,187,187,104
2917,M,12,MORIORI,185,183,103
2918,M,12,MORIORI,181,178,100
2919,M,12,MORIORI,187,182,106
2920,M,12,MORIORI,182,180,97
2921,M,12,MORIORI,187,184,110
2922,M,12,MORIORI,190,188,111
2923,M,12,MORIORI,190,187,106
2924,M,12,MORIORI,191,191,105
2925,M,12,MORIORI,183,179,102
2926,M,12,MORIORI,196,193,108
2927,M,12,MORIORI,193,189,110
2928,M,12,MORIORI,184,179,110
2929,M,12,MORIORI,183,181,104
2931,M,12,MORIORI,188,186,107
2932,M,12,MORIORI,187,183,105
2933,M,12,MORIORI,194,192,104
2934,M,12,MORIORI,195,193,107
2935,M,12,MORIORI,197,195,105
2936,M,12,MORIORI,197,193,108
2937,M,12,MORIORI,197,192,111
2938,M,12,MORIORI,190,186,104
2939,M,12,MORIORI,183,181,106
2940,M,12,MORIORI,181,177,101
2941,M,12,MORIORI,198,195,104
2942,M,12,MORIORI,190,190,106
2943,M,12,MORIORI,186,185,103
2944,M,12,MORIORI,183,182,101
2945,M,12,MORIORI,186,184,108
2946,M,12,MORIORI,188,186,105
2947,M,12,MORIORI,191,187,104
2948,M,12,MORIORI,192,189,114
2949,M,12,MORIORI,182,182,100
2950,M,12,MORIORI,185,182,106
2951,M,12,MORIORI,199,196,118
2952,M,12,MORIORI,187,185,105
2954,M,12,MORIORI,191,188,111
2955,M,12,MORIORI,184,180,103
2956,M,12,MORIORI,182,179,99
2957,M,12,MORIORI,199,196,114
2958,M,12,MORIORI,192,189,103
2959,M,12,MORIORI,182,182,101
2960,M,12,MORIORI,186,182,107
2961,M,12,MORIORI,185,183,111
2962,M,12,MORIORI,193,189,108
2963,F,12,MORIORI,174,170,99
2964,F,12,MORIORI,185,184,105
2965,F,12,MORIORI,175,174,100
2966,F,12,MORIORI,184,184,107
2967,F,12,MORIORI,177,176,102
2968,F,12,MORIORI,184,182,106
2969,F,12,MORIORI,185,183,105
2970,F,12,MORIORI,179,177,99
2971,F,12,MORIORI,184,183,101
2972,F,12,MORIORI,178,178,100
2973,F,12,MORIORI,169,168,100
2974,F,12,MORIORI,179,177,100
2975,F,12,MORIORI,173,172,96
2976,F,12,MORIORI,176,174,105
2977,F,12,MORIORI,184,183,108
2978,F,12,MORIORI,171,171,99
2979,F,12,MORIORI,173,172,103
2980,F,12,MORIORI,178,175,102
2981,F,12,MORIORI,172,171,101
2982,F,12,MORIORI,177,176,101
2983,F,12,MORIORI,178,176,100
2984,F,12,MORIORI,182,178,100
2985,F,12,MORIORI,178,177,105
2986,F,12,MORIORI,181,180,101
2987,F,12,MORIORI,178,176,100
2988,F,12,MORIORI,176,176,100
2989,F,12,MORIORI,177,175,101
2990,F,12,MORIORI,177,176,100
2991,F,12,MORIORI,171,170,98
2992,F,12,MORIORI,176,175,100
2993,F,12,MORIORI,186,185,102
2994,F,12,MORIORI,178,177,97
2995,F,12,MORIORI,180,178,99
2996,F,12,MORIORI,186,180,99
2997,M,12,MORIORI,193,191,116
2998,F,12,MORIORI,175,174,106
3000,F,12,MORIORI,171,168,94
3001,F,12,MORIORI,177,175,102
3002,F,12,MORIORI,184,183,104
3003,F,12,MORIORI,168,167,98
3004,F,12,MORIORI,171,171,101
3005,F,12,MORIORI,173,172,104
3006,F,12,MORIORI,188,185,106
3007,F,12,MORIORI,177,175,99
3008,F,12,MORIORI,183,180,93
3009,F,12,MORIORI,180,177,103
3010,F,12,MORIORI,179,178,100
3011,F,12,MORIORI,182,181,107
3012,F,12,MORIORI,187,186,107
3013,F,12,MORIORI,175,172,99
3014,F,12,MORIORI,178,176,101
3015,F,12,MORIORI,176,175,101
3016,M,29,S MAORI,196,189,107
3017,M,29,S MAORI,188,185,109
3018,M,29,S MAORI,191,184,100
3019,M,29,S MAORI,190,184,105
3020,M,29,S MAORI,178,175,104
3021,M,29,S MAORI,189,187,112
3022,M,29,S MAORI,190,185,106
3023,M,29,S MAORI,186,182,104
3024,M,29,S MAORI,181,179,103
3025,M,30,N MAORI,189,184,108
3026,M,30,N MAORI,179,177,100
3027,M,30,N MAORI,192,188,106
3028,M,30,N MAORI,189,184,102
3029,M,30,N MAORI,187,185,106
3030,M,30,N MAORI,181,178,99
3031,M,30,N MAORI,187,183,103
3032,M,30,N MAORI,185,183,107
3033,M,30,N MAORI,190,186,112
3046,M,11,EASTER I,200,196,111
3063,M,29,S MAORI,182,180,106
3064,M,30,N MAORI,187,182,107
3065,M,14,SANTA CR,179,178,100
3066,M,14,SANTA CR,176,173,92
3067,M,14,SANTA CR,171,169,98
3068,M,14,SANTA CR,182,178,94
3069,M,14,SANTA CR,176,173,96
3070,M,14,SANTA CR,174,173,91
3071,M,14,SANTA CR,183,179,105
3072,M,14,SANTA CR,181,177,97
3073,M,14,SANTA CR,182,180,96
3074,M,14,SANTA CR,183,181,98
3075,M,14,SANTA CR,177,173,98
3076,M,14,SANTA CR,181,177,101
3077,M,14,SANTA CR,177,174,97
3078,M,14,SANTA CR,183,181,97
3079,M,14,SANTA CR,186,181,99
3080,M,14,SANTA CR,189,187,104
3081,M,14,SANTA CR,181,180,96
3082,M,14,SANTA CR,180,177,95
3083,M,14,SANTA CR,183,181,92
3084,M,14,SANTA CR,181,177,98
3085,M,14,SANTA CR,182,179,98
3086,M,14,SANTA CR,176,172,95
3087,M,14,SANTA CR,176,175,94
3088,M,14,SANTA CR,182,180,100
3089,M,14,SANTA CR,180,175,94
3090,M,14,SANTA CR,184,179,99
3091,M,14,SANTA CR,175,173,94
3092,M,14,SANTA CR,179,177,95
3093,M,14,SANTA CR,182,178,96
3094,M,14,SANTA CR,177,173,100
3095,M,14,SANTA CR,175,172,97
3096,M,14,SANTA CR,183,178,96
3097,M,14,SANTA CR,180,177,97
3098,M,14,SANTA CR,174,173,94
3099,M,14,SANTA CR,192,188,99
3100,M,14,SANTA CR,176,174,100
3101,M,14,SANTA CR,178,176,101
3103,M,14,SANTA CR,179,176,95
3104,M,14,SANTA CR,181,180,100
3105,M,14,SANTA CR,182,179,102
3106,M,14,SANTA CR,178,177,98
3107,M,14,SANTA CR,176,174,99
3108,M,14,SANTA CR,191,187,102
3109,M,14,SANTA CR,170,167,98
3110,M,14,SANTA CR,181,178,99
3111,M,14,SANTA CR,176,174,94
3112,M,14,SANTA CR,185,182,95
3113,M,14,SANTA CR,175,174,92
3114,M,14,SANTA CR,185,181,102
3115,M,14,SANTA CR,179,177,99
3116,M,14,SANTA CR,177,175,95
3117,F,14,SANTA CR,170,168,91
3118,F,14,SANTA CR,176,175,105
3119,F,14,SANTA CR,160,159,89
3120,F,14,SANTA CR,169,167,91
3121,F,14,SANTA CR,167,165,94
3122,F,14,SANTA CR,178,177,93
3123,F,14,SANTA CR,177,173,90
3124,F,14,SANTA CR,171,171,90
3125,F,14,SANTA CR,170,169,90
3126,F,14,SANTA CR,163,159,84
3127,F,14,SANTA CR,168,165,87
3128,F,14,SANTA CR,174,173,97
3129,F,14,SANTA CR,180,179,94
3130,F,14,SANTA CR,184,180,96
3131,F,14,SANTA CR,180,177,92
3132,F,14,SANTA CR,168,168,88
3133,F,14,SANTA CR,181,181,96
3134,F,14,SANTA CR,172,170,96
3135,F,14,SANTA CR,175,175,97
3136,F,14,SANTA CR,175,174,97
3137,F,14,SANTA CR,172,171,90
3138,F,14,SANTA CR,166,165,90
3139,F,14,SANTA CR,174,174,95
3140,F,14,SANTA CR,171,171,94
3141,F,14,SANTA CR,176,174,93
3142,F,14,SANTA CR,173,173,95
3143,F,14,SANTA CR,173,173,93
3144,F,14,SANTA CR,167,164,89
3145,F,14,SANTA CR,172,171,95
3146,F,14,SANTA CR,166,165,94
3147,F,14,SANTA CR,178,175,93
3148,F,14,SANTA CR,178,176,90
3149,F,14,SANTA CR,168,168,92
3150,F,14,SANTA CR,173,171,97
3151,F,14,SANTA CR,173,172,95
3152,F,14,SANTA CR,174,173,91
3153,F,14,SANTA CR,169,169,95
3154,F,14,SANTA CR,165,164,91
3155,F,14,SANTA CR,177,175,95
3156,F,14,SANTA CR,173,170,96
3157,F,14,SANTA CR,171,170,92
3158,F,14,SANTA CR,178,178,92
3159,F,14,SANTA CR,172,171,95
3160,F,14,SANTA CR,171,168,93
3161,F,14,SANTA CR,171,170,93
3162,F,14,SANTA CR,176,175,89
3163,F,14,SANTA CR,164,162,90
3164,F,14,SANTA CR,168,166,90
3165,F,14,SANTA CR,179,179,97
3166,F,14,SANTA CR,165,163,89
3167,F,14,SANTA CR,170,168,92
3175,M,24,ANDAMAN,174,172,102
3176,M,24,ANDAMAN,180,177,99
3177,M,24,ANDAMAN,167,166,90
3178,M,24,ANDAMAN,167,165,92
3179,M,24,ANDAMAN,170,169,99
3180,M,24,ANDAMAN,173,172,95
3181,M,24,ANDAMAN,168,167,95
3182,M,24,ANDAMAN,170,169,96
3183,M,24,ANDAMAN,163,164,96
3184,F,24,ANDAMAN,159,159,88
3185,F,24,ANDAMAN,163,161,89
3186,F,24,ANDAMAN,159,158,89
3187,F,24,ANDAMAN,156,156,87
3188,F,24,ANDAMAN,160,160,89
3189,F,24,ANDAMAN,172,170,92
3190,F,24,ANDAMAN,153,153,88
